
************************************************
*  Welcome to the seventh lesson of the RL-Lab!   *
*               (Deep Q-Network)                 *
**************************************************


Training torch model...

episode 97: mean reward: 17.44, eps: 0.05
episode 98: mean reward: 17.47, eps: 0.05
episode 99: mean reward: 17.61, eps: 0.05
episode 100: mean reward: 17.71, eps: 0.05
episode 101: mean reward: 17.81, eps: 0.04
episode 102: mean reward: 18.04, eps: 0.04
episode 103: mean reward: 18.34, eps: 0.04
episode 104: mean reward: 18.70, eps: 0.04
episode 105: mean reward: 18.95, eps: 0.04
episode 106: mean reward: 19.36, eps: 0.04
episode 107: mean reward: 19.57, eps: 0.04
episode 108: mean reward: 20.17, eps: 0.04
episode 109: mean reward: 20.47, eps: 0.04
episode 110: mean reward: 20.97, eps: 0.03
episode 111: mean reward: 21.53, eps: 0.03
episode 112: mean reward: 22.37, eps: 0.03
episode 113: mean reward: 22.87, eps: 0.03
episode 114: mean reward: 23.26, eps: 0.03
episode 115: mean reward: 23.65, eps: 0.03
episode 116: mean reward: 23.99, eps: 0.03
episode 117: mean reward: 25.13, eps: 0.03
episode 118: mean reward: 25.87, eps: 0.03
episode 119: mean reward: 27.73, eps: 0.03
episode 120: mean reward: 28.69, eps: 0.03
episode 121: mean reward: 29.68, eps: 0.02
episode 122: mean reward: 32.35, eps: 0.02
episode 123: mean reward: 34.10, eps: 0.02
episode 124: mean reward: 37.38, eps: 0.02
episode 125: mean reward: 38.44, eps: 0.02
episode 126: mean reward: 39.20, eps: 0.02
episode 127: mean reward: 40.01, eps: 0.02
episode 128: mean reward: 40.86, eps: 0.02
episode 129: mean reward: 42.76, eps: 0.02
episode 130: mean reward: 43.58, eps: 0.02
episode 131: mean reward: 44.62, eps: 0.02
episode 132: mean reward: 46.18, eps: 0.02
episode 133: mean reward: 46.97, eps: 0.02
episode 134: mean reward: 48.20, eps: 0.02
episode 135: mean reward: 49.32, eps: 0.02
episode 136: mean reward: 50.80, eps: 0.02
episode 137: mean reward: 51.45, eps: 0.01
episode 138: mean reward: 52.12, eps: 0.01
episode 139: mean reward: 52.69, eps: 0.01
episode 140: mean reward: 53.11, eps: 0.01
episode 141: mean reward: 54.25, eps: 0.01
episode 142: mean reward: 54.80, eps: 0.01
episode 143: mean reward: 55.47, eps: 0.01
episode 144: mean reward: 55.97, eps: 0.01
episode 145: mean reward: 56.58, eps: 0.01
episode 146: mean reward: 57.77, eps: 0.01
episode 147: mean reward: 58.52, eps: 0.01
episode 148: mean reward: 58.89, eps: 0.01
episode 149: mean reward: 59.59, eps: 0.01
episode  0: mean reward: 25.00, eps: 0.97
episode  1: mean reward: 31.50, eps: 0.94
episode  2: mean reward: 26.33, eps: 0.91
episode  3: mean reward: 24.25, eps: 0.89
episode  4: mean reward: 23.80, eps: 0.86
episode  5: mean reward: 25.50, eps: 0.83
episode  6: mean reward: 23.71, eps: 0.81
episode  7: mean reward: 22.25, eps: 0.78
episode  8: mean reward: 21.89, eps: 0.76
episode  9: mean reward: 21.30, eps: 0.74
episode 10: mean reward: 21.18, eps: 0.72
episode 11: mean reward: 20.08, eps: 0.69
episode 12: mean reward: 20.38, eps: 0.67
episode 13: mean reward: 19.86, eps: 0.65
episode 14: mean reward: 19.60, eps: 0.63
episode 15: mean reward: 19.00, eps: 0.61
episode 16: mean reward: 18.65, eps: 0.60
episode 17: mean reward: 18.33, eps: 0.58
episode 18: mean reward: 18.21, eps: 0.56
episode 19: mean reward: 18.00, eps: 0.54
episode 20: mean reward: 17.71, eps: 0.53
episode 21: mean reward: 17.32, eps: 0.51
episode 22: mean reward: 16.91, eps: 0.50
episode 23: mean reward: 17.12, eps: 0.48
episode 24: mean reward: 17.08, eps: 0.47
episode 25: mean reward: 16.88, eps: 0.45
episode 26: mean reward: 16.85, eps: 0.44
episode 27: mean reward: 16.61, eps: 0.43
episode 28: mean reward: 16.38, eps: 0.41
episode 29: mean reward: 16.43, eps: 0.40
episode 30: mean reward: 16.26, eps: 0.39
episode 31: mean reward: 16.19, eps: 0.38
episode 32: mean reward: 16.24, eps: 0.37
episode 33: mean reward: 16.24, eps: 0.36
episode 34: mean reward: 16.03, eps: 0.34
episode 35: mean reward: 15.89, eps: 0.33
episode 36: mean reward: 15.78, eps: 0.32
episode 37: mean reward: 15.63, eps: 0.31
episode 38: mean reward: 15.49, eps: 0.30
episode 39: mean reward: 15.88, eps: 0.30
episode 40: mean reward: 15.73, eps: 0.29
episode 41: mean reward: 15.62, eps: 0.28
episode 42: mean reward: 15.53, eps: 0.27
episode 43: mean reward: 15.36, eps: 0.26
episode 44: mean reward: 15.22, eps: 0.25
episode 45: mean reward: 15.13, eps: 0.25
episode 46: mean reward: 15.00, eps: 0.24
episode 47: mean reward: 14.92, eps: 0.23
episode 48: mean reward: 14.80, eps: 0.22
episode 49: mean reward: 14.70, eps: 0.22
episode 50: mean reward: 14.61, eps: 0.21
episode 51: mean reward: 14.52, eps: 0.21
episode 52: mean reward: 14.43, eps: 0.20
episode 53: mean reward: 14.35, eps: 0.19
episode 54: mean reward: 14.29, eps: 0.19
episode 55: mean reward: 14.20, eps: 0.18
episode 56: mean reward: 14.14, eps: 0.18
episode 57: mean reward: 14.16, eps: 0.17
episode 58: mean reward: 14.08, eps: 0.17
episode 59: mean reward: 14.02, eps: 0.16
episode 60: mean reward: 13.97, eps: 0.16
episode 61: mean reward: 13.89, eps: 0.15
episode 62: mean reward: 13.84, eps: 0.15
episode 63: mean reward: 13.78, eps: 0.14
episode 64: mean reward: 13.77, eps: 0.14
episode 65: mean reward: 13.83, eps: 0.13
episode 66: mean reward: 13.82, eps: 0.13
episode 67: mean reward: 13.78, eps: 0.13
episode 68: mean reward: 13.71, eps: 0.12
episode 69: mean reward: 13.69, eps: 0.12
episode 70: mean reward: 13.73, eps: 0.12
episode 71: mean reward: 13.85, eps: 0.11
episode 72: mean reward: 14.47, eps: 0.11
episode 73: mean reward: 15.23, eps: 0.10
episode 74: mean reward: 15.33, eps: 0.10
episode 75: mean reward: 15.38, eps: 0.10
episode 76: mean reward: 15.79, eps: 0.10
episode 77: mean reward: 15.97, eps: 0.09
episode 78: mean reward: 16.13, eps: 0.09
episode 79: mean reward: 16.20, eps: 0.09
episode 80: mean reward: 16.38, eps: 0.08
episode 81: mean reward: 16.48, eps: 0.08
episode 82: mean reward: 16.75, eps: 0.08
episode 83: mean reward: 17.07, eps: 0.08
episode 84: mean reward: 17.13, eps: 0.08
episode 85: mean reward: 17.45, eps: 0.07
episode 86: mean reward: 17.74, eps: 0.07
episode 87: mean reward: 17.84, eps: 0.07
episode 88: mean reward: 18.02, eps: 0.07
episode 89: mean reward: 18.43, eps: 0.06
episode 90: mean reward: 18.62, eps: 0.06
episode 91: mean reward: 19.07, eps: 0.06
episode 92: mean reward: 19.22, eps: 0.06
episode 93: mean reward: 19.32, eps: 0.06
episode 94: mean reward: 20.04, eps: 0.06
episode 95: mean reward: 20.16, eps: 0.05
episode 96: mean reward: 20.28, eps: 0.05
episode 97: mean reward: 20.70, eps: 0.05
episode 98: mean reward: 21.01, eps: 0.05
episode 99: mean reward: 21.39, eps: 0.05
episode 100: mean reward: 21.89, eps: 0.05
episode 101: mean reward: 22.51, eps: 0.04
episode 102: mean reward: 22.88, eps: 0.04
episode 103: mean reward: 23.19, eps: 0.04
episode 104: mean reward: 23.48, eps: 0.04
episode 105: mean reward: 23.90, eps: 0.04
episode 106: mean reward: 24.33, eps: 0.04
episode 107: mean reward: 24.82, eps: 0.04
episode 108: mean reward: 25.09, eps: 0.04
episode 109: mean reward: 25.37, eps: 0.04
episode 110: mean reward: 26.21, eps: 0.03
episode 111: mean reward: 26.47, eps: 0.03
episode 112: mean reward: 26.64, eps: 0.03
episode 113: mean reward: 27.31, eps: 0.03
episode 114: mean reward: 27.66, eps: 0.03
episode 115: mean reward: 27.85, eps: 0.03
episode 116: mean reward: 28.53, eps: 0.03
episode 117: mean reward: 29.03, eps: 0.03
episode 118: mean reward: 29.13, eps: 0.03
episode 119: mean reward: 29.27, eps: 0.03
episode 120: mean reward: 29.74, eps: 0.03
episode 121: mean reward: 30.01, eps: 0.02
episode 122: mean reward: 30.11, eps: 0.02
episode 123: mean reward: 30.53, eps: 0.02
episode 124: mean reward: 31.00, eps: 0.02
episode 125: mean reward: 31.25, eps: 0.02
episode 126: mean reward: 31.36, eps: 0.02
episode 127: mean reward: 31.56, eps: 0.02
episode 128: mean reward: 32.12, eps: 0.02
episode 129: mean reward: 33.35, eps: 0.02
episode 130: mean reward: 34.17, eps: 0.02
episode 131: mean reward: 34.53, eps: 0.02
episode 132: mean reward: 34.66, eps: 0.02
episode 133: mean reward: 34.96, eps: 0.02
episode 134: mean reward: 35.25, eps: 0.02
episode 135: mean reward: 35.62, eps: 0.02
episode 136: mean reward: 36.94, eps: 0.02
episode 137: mean reward: 38.56, eps: 0.01
episode 138: mean reward: 38.93, eps: 0.01
episode 139: mean reward: 39.57, eps: 0.01
episode 140: mean reward: 40.91, eps: 0.01
episode 141: mean reward: 41.65, eps: 0.01
episode 142: mean reward: 42.50, eps: 0.01
episode 143: mean reward: 43.12, eps: 0.01
episode 144: mean reward: 43.99, eps: 0.01
episode 145: mean reward: 44.69, eps: 0.01
episode 146: mean reward: 44.99, eps: 0.01
episode 147: mean reward: 45.93, eps: 0.01
episode 148: mean reward: 47.11, eps: 0.01
episode 149: mean reward: 48.21, eps: 0.01

Training keras model...

episode  0: mean reward: 35.00, eps: 0.97
episode  1: mean reward: 27.00, eps: 0.94
episode  2: mean reward: 31.67, eps: 0.91
episode  3: mean reward: 29.00, eps: 0.89
episode  4: mean reward: 25.20, eps: 0.86
episode  5: mean reward: 23.83, eps: 0.83
episode  6: mean reward: 24.14, eps: 0.81
episode  7: mean reward: 22.88, eps: 0.78
episode  8: mean reward: 25.56, eps: 0.76
episode  9: mean reward: 24.10, eps: 0.74
episode 10: mean reward: 22.91, eps: 0.72
episode 11: mean reward: 21.92, eps: 0.69
episode 12: mean reward: 21.00, eps: 0.67
episode 13: mean reward: 20.14, eps: 0.65
episode 14: mean reward: 20.33, eps: 0.63
episode 15: mean reward: 19.75, eps: 0.61
episode 16: mean reward: 19.35, eps: 0.60
episode 17: mean reward: 18.94, eps: 0.58
episode 18: mean reward: 18.68, eps: 0.56
episode 19: mean reward: 18.30, eps: 0.54
episode 20: mean reward: 18.10, eps: 0.53
episode 21: mean reward: 17.73, eps: 0.51
episode 22: mean reward: 17.48, eps: 0.50
episode 23: mean reward: 17.17, eps: 0.48
episode 24: mean reward: 17.12, eps: 0.47
episode 25: mean reward: 17.00, eps: 0.45
episode 26: mean reward: 16.93, eps: 0.44
episode 27: mean reward: 16.93, eps: 0.43
episode 28: mean reward: 16.76, eps: 0.41
episode 29: mean reward: 16.53, eps: 0.40
episode 30: mean reward: 16.32, eps: 0.39
episode 31: mean reward: 16.25, eps: 0.38
episode 32: mean reward: 16.21, eps: 0.37
episode 33: mean reward: 16.12, eps: 0.36
episode 34: mean reward: 16.17, eps: 0.34
episode 35: mean reward: 16.06, eps: 0.33
episode 36: mean reward: 15.89, eps: 0.32
episode 37: mean reward: 15.71, eps: 0.31
episode 38: mean reward: 15.56, eps: 0.30
episode 39: mean reward: 15.53, eps: 0.30
episode 40: mean reward: 15.37, eps: 0.29
episode 41: mean reward: 15.21, eps: 0.28
episode 42: mean reward: 15.12, eps: 0.27
episode 43: mean reward: 14.98, eps: 0.26
episode 44: mean reward: 14.87, eps: 0.25
episode 45: mean reward: 14.74, eps: 0.25
episode 46: mean reward: 14.62, eps: 0.24
episode 47: mean reward: 14.73, eps: 0.23
episode 48: mean reward: 14.65, eps: 0.22
episode 49: mean reward: 14.60, eps: 0.22
episode 50: mean reward: 14.47, eps: 0.21
episode 51: mean reward: 14.40, eps: 0.21
episode 52: mean reward: 14.30, eps: 0.20
episode 53: mean reward: 14.22, eps: 0.19
episode 54: mean reward: 14.18, eps: 0.19
episode 55: mean reward: 14.09, eps: 0.18
episode 56: mean reward: 14.00, eps: 0.18
episode 57: mean reward: 13.90, eps: 0.17
episode 58: mean reward: 13.83, eps: 0.17
episode 59: mean reward: 13.73, eps: 0.16
episode 60: mean reward: 13.66, eps: 0.16
episode 61: mean reward: 13.63, eps: 0.15
episode 62: mean reward: 13.57, eps: 0.15
episode 63: mean reward: 13.50, eps: 0.14
episode 64: mean reward: 13.43, eps: 0.14
episode 65: mean reward: 13.42, eps: 0.13
episode 66: mean reward: 13.40, eps: 0.13
episode 67: mean reward: 13.34, eps: 0.13
episode 68: mean reward: 13.28, eps: 0.12
episode 69: mean reward: 13.21, eps: 0.12
episode 70: mean reward: 13.17, eps: 0.12
episode 71: mean reward: 13.12, eps: 0.11
episode 72: mean reward: 13.10, eps: 0.11
episode 73: mean reward: 13.11, eps: 0.10
episode 74: mean reward: 13.13, eps: 0.10
episode 75: mean reward: 13.14, eps: 0.10
episode 76: mean reward: 13.13, eps: 0.10
episode 77: mean reward: 13.13, eps: 0.09
episode 78: mean reward: 13.14, eps: 0.09
episode 79: mean reward: 13.16, eps: 0.09
episode 80: mean reward: 13.20, eps: 0.08
episode 81: mean reward: 13.38, eps: 0.08
episode 82: mean reward: 13.53, eps: 0.08
episode 83: mean reward: 13.61, eps: 0.08
episode 84: mean reward: 13.67, eps: 0.08
episode 85: mean reward: 13.76, eps: 0.07
episode 86: mean reward: 13.80, eps: 0.07
episode 87: mean reward: 13.89, eps: 0.07
episode 88: mean reward: 13.93, eps: 0.07
episode 89: mean reward: 13.93, eps: 0.06
episode 90: mean reward: 14.00, eps: 0.06
episode 91: mean reward: 14.11, eps: 0.06
episode 92: mean reward: 14.15, eps: 0.06
episode 93: mean reward: 14.28, eps: 0.06
episode 94: mean reward: 14.35, eps: 0.06
episode 95: mean reward: 14.46, eps: 0.05
episode 96: mean reward: 14.57, eps: 0.05
episode 97: mean reward: 14.60, eps: 0.05
episode 98: mean reward: 14.71, eps: 0.05
episode 99: mean reward: 14.83, eps: 0.05
episode 100: mean reward: 15.02, eps: 0.05
episode 101: mean reward: 15.07, eps: 0.04
episode 102: mean reward: 15.19, eps: 0.04
episode 103: mean reward: 15.35, eps: 0.04
episode 104: mean reward: 15.43, eps: 0.04
episode 105: mean reward: 15.52, eps: 0.04
episode 106: mean reward: 15.84, eps: 0.04
episode 107: mean reward: 15.88, eps: 0.04
episode 108: mean reward: 15.95, eps: 0.04
episode 109: mean reward: 16.03, eps: 0.04
episode 110: mean reward: 16.09, eps: 0.03
episode 111: mean reward: 16.18, eps: 0.03
episode 112: mean reward: 16.42, eps: 0.03
episode 113: mean reward: 16.56, eps: 0.03
episode 114: mean reward: 17.16, eps: 0.03
episode 115: mean reward: 17.28, eps: 0.03
episode 116: mean reward: 17.57, eps: 0.03
episode 117: mean reward: 17.92, eps: 0.03
episode 118: mean reward: 18.03, eps: 0.03
episode 119: mean reward: 18.33, eps: 0.03
episode 120: mean reward: 18.55, eps: 0.03
episode 121: mean reward: 18.66, eps: 0.02
episode 122: mean reward: 18.85, eps: 0.02
episode 123: mean reward: 19.03, eps: 0.02
episode 124: mean reward: 19.76, eps: 0.02
episode 125: mean reward: 19.85, eps: 0.02
episode 126: mean reward: 20.01, eps: 0.02
episode 127: mean reward: 20.40, eps: 0.02
episode 128: mean reward: 21.09, eps: 0.02
episode 129: mean reward: 21.14, eps: 0.02
episode 130: mean reward: 21.35, eps: 0.02
episode 131: mean reward: 22.06, eps: 0.02
episode 132: mean reward: 22.44, eps: 0.02
episode 133: mean reward: 22.79, eps: 0.02
episode 134: mean reward: 23.17, eps: 0.02
episode 135: mean reward: 23.43, eps: 0.02
episode 136: mean reward: 23.66, eps: 0.02
episode 137: mean reward: 24.07, eps: 0.01
episode 138: mean reward: 24.65, eps: 0.01
episode 139: mean reward: 24.96, eps: 0.01
episode 140: mean reward: 25.21, eps: 0.01
episode 141: mean reward: 25.51, eps: 0.01
episode 142: mean reward: 26.01, eps: 0.01
episode 143: mean reward: 26.25, eps: 0.01
episode 144: mean reward: 26.97, eps: 0.01
episode 145: mean reward: 27.09, eps: 0.01
episode 146: mean reward: 27.36, eps: 0.01
episode 147: mean reward: 27.60, eps: 0.01
episode 148: mean reward: 27.72, eps: 0.01
episode 149: mean reward: 27.95, eps: 0.01
